,wine_index,type_,alcohol,quality,name_,crispness,acidity,fruitiness,sweetness,dryness
4377,4377,white,10.9,6,'AD',2,2,2,3,3
4378,4378,white,11.6,7,'Ltoune Baure Veneyardu Chardonnay 2022',2,2,2,2,4
4379,4379,white,11.3,7,'Mrge Mrumsont Chaldonnay 2016',1,2,2,2,4
4380,4380,white,10.5,6,'HHer PunlescoDeruna Pinot Grigio 2020',2,2,1,2,4
4381,4381,white,13.1,7,'Tyvari White VQA',1,2,1,1,5
4382,4382,white,13.0,7,'MFrgico1',1,2,2,3,3
4383,4383,white,10.9,6,'VQ',2,2,2,3,3
4384,4384,white,9.1,5,'Whagis Alline 2029',2,2,2,4,2
4385,4385,white,13.4,7,'X1Or Mly Jus Rine Sauvignon Blanc 2021',2,2,1,1,5
4386,4386,white,11.5,7,'Exkh hsale 2019',2,2,1,2,4
4387,4387,white,11.2,7,'Went Kerian Meavlescelbout Weille 2017',1,2,1,2,4
4388,4388,white,10.9,6,'VQA',2,2,1,2,4
4389,4389,white,13.5,7,'T8',2,2,2,1,5
4390,4390,white,9.1,5,'DO',2,2,2,4,2
4391,4391,white,9.9,6,'Hico',2,2,3,4,2
4392,4392,white,10.5,6,'T629',2,2,4,3,3
4393,4393,white,11.7,7,'AxPOVing White',2,2,1,2,4
4394,4394,white,11.0,6,'Il Entala Iscynoc 2019',2,2,1,2,4
4395,4395,white,13.0,6,'D19',2,3,1,2,4
4396,4396,white,13.6,6,'Yjut Blanc dig Areus Chardonnay 2019',2,2,2,2,4
4397,4397,white,12.3,7,'CNielsse 2021',2,2,2,1,5
4398,4398,white,13.3,7,'Epphand Curs Pharelonn White 2021',2,2,3,1,5
4399,4399,white,13.7,7,'GBland 2017',2,2,2,1,5
4400,4400,white,11.1,5,'JChques Grigio Do Blanc Sparkling',2,2,2,2,4
4401,4401,white,11.3,7,'IfYxrger Sauvignon Blanc 2019',1,2,2,2,4
4402,4402,white,9.4,5,'HMer Cheredon Brat whitewine VQA',2,2,3,3,3
4403,4403,white,11.6,6,'Rgik Grondes Domfa Panot Prosestico',1,1,2,2,4
4404,4404,white,11.6,6,'ICsland Terrante',1,1,2,2,4
4405,4405,white,12.4,6,'J4GFuraen Sauvignon Blanc 2021',3,3,2,1,5
4406,4406,white,9.8,6,'SVQ9',2,2,3,3,3
4407,4407,white,11.1,4,'Terztet Fustrat 2020',1,2,1,3,3
4408,4408,white,13.1,7,'L188 Tiame Dela Rese',2,2,1,1,5
4409,4409,white,9.7,5,'HfT',2,2,2,3,3
4410,4410,white,9.2,5,'Ronzert 2018',2,2,3,3,3
4411,4411,white,11.7,6,'Charde Bauseru de Crusauve Suigierogno 2021',2,2,2,2,4
4412,4412,white,10.6,6,'UMlth 2018',2,2,3,4,2
4413,4413,white,9.7,5,'Ml6s Rideline 2021',2,2,2,3,3
4414,4414,white,9.2,5,'Jolmeseris VQA',2,2,3,3,3
4415,4415,white,10.9,6,'PSauve Spankinnay 1er Is XOllerubort Stetel quvey 2',2,2,2,2,4
4416,4416,white,12.2,7,'Vilet Riesling VQA',2,2,2,2,4
4417,4417,white,12.7,6,'Edser Brates 2019',2,2,2,1,5
4418,4418,white,13.0,6,'QA',2,2,2,1,5
4419,4419,white,11.2,6,'YX20Q',2,3,2,2,4
4420,4420,white,9.4,6,'P020',2,2,2,4,2
4421,4421,white,11.0,6,'Maut Sante Chardonnay 2018',1,2,2,2,4
4422,4422,white,11.0,6,'VQAv',1,2,2,2,4
4423,4423,white,9.2,6,'ZTBon Marco Riesling 2022',2,2,3,5,1
4424,4424,white,9.4,6,'Jetio Reral Cre 2021',2,2,2,4,2
4425,4425,white,9.2,6,'Grog Grou 2020',2,2,3,5,1
4426,4426,white,12.3,6,'Cur 2020',1,2,1,2,4
4427,4427,white,11.0,6,'D',1,2,2,2,4
4428,4428,white,10.0,6,'Eprado VQA',2,2,3,2,4
4429,4429,white,9.0,6,'Xy019',1,1,2,5,1
4430,4430,white,9.0,6,'K1e',1,1,2,5,1
4431,4431,white,9.0,6,'Ulzars Marutauge 2021',1,1,2,5,1
4432,4432,white,11.1,6,'Dr',2,3,4,2,4
4433,4433,white,9.9,6,'Reame Wine whitewine',1,2,2,3,3
4434,4434,white,12.2,7,'Chaide Chardonnay 2021',1,1,1,2,4
4435,4435,white,11.1,6,'Erses Cener VQA',2,3,4,2,4
4436,4436,white,9.0,6,'Uquni Ros Crumanney 2022',1,1,2,5,1
4437,4437,white,11.8,4,'QYbriso 2012',2,2,1,2,4
4438,4438,white,12.9,6,'EGStigno 2022',2,2,1,1,5
4439,4439,white,9.0,5,'A0bav CSimaquvatio',1,2,2,3,3
4440,4440,white,12.4,6,'M',2,2,3,2,4
4441,4441,white,9.0,5,'IAK',1,2,2,3,3
4442,4442,white,12.9,6,'F',2,2,1,1,5
4443,4443,white,11.2,6,'Nart Chardinnay 2017',2,3,1,3,3
4444,4444,white,12.6,6,'Wheser 2018',2,2,1,2,4
4445,4445,white,11.5,6,'D',2,2,1,2,4
4446,4446,white,11.3,7,'Fm Brus Fragnos KPlet VQA',2,2,2,2,4
4447,4447,white,11.2,6,'Oc19',2,3,1,3,3
4448,4448,white,11.5,6,'Aumfing Kroques 2001',2,2,1,2,4
4449,4449,white,12.6,6,'JRfble Sauvignon Blanc',2,2,1,2,4
4450,4450,white,11.9,6,'JeSgalt Rostablou',2,2,2,2,4
4451,4451,white,10.1,6,'N5',2,3,1,2,4
4452,4452,white,11.0,7,'Gilbexte C08',2,2,2,2,4
4453,4453,white,10.6,5,'Vuar Alsach Roesling',2,2,2,4,2
4454,4454,white,11.3,7,'XXKy1Farzon Blanc 2021',2,2,2,2,4
4455,4455,white,11.2,4,'GChano 1ue Connay VQA',2,2,1,2,4
4456,4456,white,11.5,7,'INaque Chardonnay 2020',2,2,1,2,4
4457,4457,white,11.1,5,'YX3091',2,2,3,3,3
4458,4458,white,12.8,7,'JT9s Loiseubles Cayeriog Estave Chardonnay 2020',2,2,1,2,4
4459,4459,white,12.3,6,'VAgn',2,2,1,1,5
4460,4460,white,10.4,6,'Helle Spherelos Telca DobarP 2021',2,2,1,2,4
4461,4461,white,11.5,7,'P60 2020',2,2,1,2,4
4462,4462,white,11.7,7,'Jani Faurzis Grigio VQA',2,2,2,2,4
4463,4463,white,10.7,7,'QA',1,2,2,2,4
4464,4464,white,12.0,7,'T47',2,2,2,1,5
4465,4465,white,10.8,5,'Bri Oranice Vineyards KG Cuvet Vineyard Chateseras ',2,2,2,2,4
4466,4466,white,10.7,7,'Ascar Terreblige KPT8',1,1,2,2,4
4467,4467,white,10.7,7,'Ugan Chardonnay 2021',1,1,2,2,4
4468,4468,white,10.7,7,'Q74',2,2,2,3,3
4469,4469,white,12.1,7,'JvawSdo Blanc 2020',2,2,2,1,5
4470,4470,white,11.9,7,'NBre VQA',2,2,3,1,5
4471,4471,white,10.8,6,'XICtiscot Brute Duacherd Pinot Grigio',2,2,2,3,3
4472,4472,white,12.3,7,'IqMiner 2022',1,1,1,1,5
4473,4473,white,9.4,6,'RWsare des Jeertedsa Bontsenta 2021',2,2,2,4,2
4474,4474,white,9.9,6,'HQu',2,2,2,4,2
4475,4475,white,10.4,7,'Hari ge Bantrous Sauvignon Blanc',2,2,1,2,4
4476,4476,white,10.4,6,'Zlarn didee AOg Chardonnay 2002',2,2,1,3,3
4477,4477,white,12.6,7,'MOXWehedure Benney VQA',2,2,2,2,4
4478,4478,white,12.5,6,'Hent',2,2,2,1,5
4479,4479,white,9.4,5,'PLigio Bundcolon Blanc 2019',2,2,3,4,2
4480,4480,white,9.2,5,'DRos Nooster Ef Sperrzi Riechier Charsonnay 2020',1,2,2,4,2
4481,4481,white,11.2,6,'KQI',2,2,1,2,4
4482,4482,white,9.2,6,'GFys',2,2,2,4,2
4483,4483,white,9.2,6,'YOke Chardes Frusp Takfzemire Trezk',2,2,2,4,2
4484,4484,white,9.4,5,'ORgond Perze Svancer Drya Dieil Vinga Attrour Edtae',2,2,3,4,2
4485,4485,white,11.2,6,'Imnes Viersard Bronce',2,2,1,2,4
4486,4486,white,10.8,6,'PMont Chardonnay',2,2,1,2,4
4487,4487,white,9.2,6,'Q021',2,2,2,4,2
4488,4488,white,9.2,5,'K017',1,2,2,4,2
4489,4489,white,12.5,6,'ZVelisloneray 2020',2,2,1,1,5
4490,4490,white,11.4,5,'YUveprone Sartu Oronnay 2021',2,2,1,2,4
4491,4491,white,10.0,7,'RoOwhot Spuretine 202V',2,2,3,4,2
4492,4492,white,10.0,7,'Fior Mulccoti Sparkling Roma',2,2,3,4,2
4493,4493,white,12.5,6,'Mads Chardonnays DOC',2,2,1,1,5
4494,4494,white,12.8,7,'Hardstarzhar Roseeve Cousselinet 2002',2,2,1,2,4
4495,4495,white,11.4,5,'JWhatken Riesling 2022',2,2,1,2,4
4496,4496,white,10.8,6,'MMpare Domarne Vinotarde',2,2,2,3,3
4497,4497,white,10.8,6,'K',2,2,2,3,3
4498,4498,white,8.8,6,'GHards Secco',2,2,2,5,1
4499,4499,white,10.8,6,'Whammen Calde Tava Gru de Nermo HeckoWViagre de Bru',2,2,2,3,3
4500,4500,white,11.0,7,'Wharblis 2019',2,2,3,3,3
4501,4501,white,11.3,7,'M69',2,2,1,2,4
4502,4502,white,11.2,7,'A0LVQANB',3,3,2,2,4
4503,4503,white,10.0,6,'LOHudias Murperoseru DeMva Roesling Kriesedse 2021',2,2,2,3,3
4504,4504,white,11.0,6,'Un Brut whitewute',2,2,2,2,4
4505,4505,white,10.5,6,'Ver Vineyard Chardonnay 2019',2,2,3,3,3
4506,4506,white,10.5,6,'Q2',2,2,3,3,3
4507,4507,white,11.0,6,'Chethalis Spurge 2021',2,2,2,2,4
4508,4508,white,11.4,7,'ZLztar White Brutt 2019',1,2,2,2,4
4509,4509,white,11.3,6,'D4 Chardonnay VQe',1,2,2,2,4
4510,4510,white,12.2,7,'Chaid Chardonnay 2021',2,2,1,2,4
4511,4511,white,12.6,7,'TZfPtine Weinlauro',1,2,3,1,5
4512,4512,white,11.1,5,'Ungent Picho Spbeltrezk Cabesbau 2019',2,2,2,3,3
4513,4513,white,12.3,6,'Crnomt Blathonnay 2021',2,2,2,1,5
4514,4514,white,8.8,6,'Yleschele SHuekling 2019',1,2,2,5,1
4515,4515,white,9.5,6,'XXE Rhesling',2,2,1,3,3
4516,4516,white,8.8,6,'PAn Chtranin Cland Bry Brut Brut whitewine',1,2,2,5,1
4517,4517,white,10.4,6,'OSPing Ress Trmandy Chardonnay 2018',2,2,1,3,3
4518,4518,white,13.0,7,'Uncce Pino dan Courto Chardonnay 2019',2,2,2,2,4
4519,4519,white,12.2,7,'Tcere Candonterdongnay 2020',2,2,2,2,4
4520,4520,white,10.5,8,'XLEGrogho 2018',2,1,3,3,3
4521,4521,white,10.8,7,'ZDd Pinot Grigio OGT Com Verdelest 2018',1,2,2,3,3
4522,4522,white,13.2,8,'M5t',1,1,2,1,5
4523,4523,white,13.0,8,'T7',1,1,2,1,5
4524,4524,white,10.0,6,'Baris Seuvignon Blanc VQA',2,2,1,2,4
4525,4525,white,10.4,4,'Mta Eaxlt Hivroust GGrig Brut Siuvignon',1,2,1,2,4
4526,4526,white,12.4,6,'O2021',2,2,3,1,5
4527,4527,white,12.9,8,'DUly',2,1,3,2,4
4528,4528,white,13.2,8,'JMothti Blagno DOC9',1,1,2,1,5
4529,4529,white,10.5,7,'YHinga Ricol Coures Min whitewlie',2,2,4,3,3
4530,4530,white,13.0,8,'Uphill Riesling 2020',1,1,2,1,5
4531,4531,white,11.2,5,'Dinera Ocnauco VQA',2,2,1,3,3
4532,4532,white,12.7,7,'Charbont KFyperit Chardonnay 2019',1,1,2,1,5
4533,4533,white,9.4,6,'Uquvier Paton Grani Kreher Charsonnay 2021',1,2,3,4,2
4534,4534,white,12.9,7,'JPrwherghe 2021',2,2,2,2,4
4535,4535,white,13.0,8,'Varsat 2019',2,2,2,1,5
4536,4536,white,13.6,7,'Fise Estetu Chardonnay 2019',1,1,1,1,5
4537,4537,white,9.1,5,'LThonge Rieslin Blanc 2020',1,2,1,3,3
4538,4538,white,10.4,6,'Ywhiage Cre Sinct Ginstakliere 2020',1,1,2,2,4
4539,4539,white,13.6,7,'Ulegf Rest Avebeera Vileas MauingePure Chardonnay 2',1,1,1,1,5
4540,4540,white,10.5,7,'Zrus Vermilry Syaril Cha de Boscer 2015',2,2,2,3,3
4541,4541,white,10.2,6,'PPardonnay VQA',2,2,3,4,2
4542,4542,white,12.5,8,'YQzesling VQA',2,2,2,2,4
4543,4543,white,11.3,7,'Winer Rosell Chardonnay 2020',2,2,2,2,4
4544,4544,white,10.2,6,'HCarserbsallen Blanc 2019',2,2,3,4,2
4545,4545,white,12.6,7,'KEgney VQA',2,2,2,2,4
4546,4546,white,10.2,6,'Grigno 2020',2,2,3,4,2
4547,4547,white,10.8,5,'XQJOT4w058',1,2,2,3,3
4548,4548,white,12.5,6,'RLsy',2,2,2,1,5
4549,4549,white,12.5,8,'Bre Rate Trochion Reesen Viedles Morelar Chardonnay',2,2,2,2,4
4550,4550,white,11.5,7,'PMles Dem Rossive Bruc',1,1,2,2,4
4551,4551,white,11.4,6,'Brancon Brutewt Meerrolier Mos Charmonnay 2020',2,2,2,3,3
4552,4552,white,10.5,7,'N5',2,2,2,3,3
4553,4553,white,12.6,7,'Wkine Vieslick 2020',2,2,2,2,4
4554,4554,white,11.0,6,'UzBland Topon Blanc 2021',2,2,3,2,4
4555,4555,white,11.3,7,'JyP0Edn Slle 2019',2,2,2,2,4
4556,4556,white,10.2,6,'LaGouse Geirelaltiallis Chardonnay',2,2,3,4,2
4557,4557,white,11.6,6,'KEhxz5',2,2,2,2,4
4558,4558,white,9.2,5,'INg Brut Grisine 2019',2,2,2,5,1
4559,4559,white,9.1,6,'Orti Bourga White Ros whitew Mas Sparkling Res VQA',2,2,2,4,2
4560,4560,white,9.1,6,'Ever Flesad Pecot Grigio VQA',2,2,2,4,2
4561,4561,white,9.1,6,'Silecto 2022',2,2,2,4,2
4562,4562,white,9.1,6,'X9',2,2,2,4,2
4563,4563,white,11.7,6,'XHumherzke De Grige Desera Sauvignon Blanc',2,2,3,2,4
4564,4564,white,12.6,6,'D7 2019',2,2,2,1,5
4565,4565,white,9.1,6,'Unqumard Furil VQA',2,2,2,4,2
4566,4566,white,9.2,5,'H20',1,2,3,4,2
4567,4567,white,8.8,5,'Blanker Butrtumetisp Riomling Perllayto 2020',2,2,2,4,2
4568,4568,white,10.0,4,'XBlacce IOC',3,3,3,2,4
4569,4569,white,9.1,6,'Rruwhit Gra 2021',2,2,1,4,2
4570,4570,white,11.2,5,'G',2,2,2,2,4
4571,4571,white,9.2,6,'LLate Pinot Gri 2022',1,2,1,3,3
4572,4572,white,9.2,5,'KMbes Sparkling Blanc 2019',2,2,2,5,1
4573,4573,white,9.5,5,'DBlus Ally Chardonnay 2020',2,2,3,3,3
4574,4574,white,11.9,7,'Ockhiques Foulecof Dellia Colllermanin Suvig',2,2,2,2,4
4575,4575,white,9.8,5,'VQul White',2,3,2,3,3
4576,4576,white,9.8,5,'Luyr Vinerand Cha Pouvisqune de Bevreare 2022',2,3,2,3,3
4577,4577,white,10.8,7,'Hen Brut du Charksino',1,1,2,3,3
4578,4578,white,11.3,6,'Mis Ge Dota Voderaur ECt Pinotiauk Chardonnay 2021',1,1,1,2,4
4579,4579,white,12.1,6,'Yraga VQA',2,2,1,2,4
4580,4580,white,11.3,7,'HCordon Estatero Chardonnay 2021',1,1,1,2,4
4581,4581,white,10.8,7,'Fros Ocs Rose Pruvico Rieslit D',1,1,2,3,3
4582,4582,white,13.5,7,'Cles Guislingron Blanc',2,2,1,1,5
4583,4583,white,10.3,5,'Cus AOMlles Villyars Sparkling 2022',2,2,1,2,4
4584,4584,white,9.0,6,'O97',1,2,3,5,1
4585,4585,white,11.6,6,'Ugcha Hauvignon Berbeut Rergharde Pha Lo cescalt To',2,2,3,3,3
4586,4586,white,10.3,5,'Sptres Oryanne',2,2,1,2,4
4587,4587,white,12.5,6,'EfFre Progeo Vien Sluve Gionte Bunt Sparkling',2,2,2,1,5
4588,4588,white,8.6,5,'IGIGIngrie 2019',1,2,1,5,1
4589,4589,white,12.7,4,'Exturzt Vic',2,2,2,2,4
4590,4590,white,10.2,6,'Fand Miyd Perklenior DOUx No Pande Sugnta Chardonna',1,1,1,2,4
4591,4591,white,9.0,7,'Av Hanier Argannc de Chardonnay 2017',2,2,2,4,2
4592,4592,white,9.0,7,'Tpond Chardonnay 2019',2,2,2,4,2
4593,4593,white,9.0,7,'Wline',2,2,2,4,2
4594,4594,white,9.0,7,'FMelle Rezerin 2018',2,2,2,4,2
4595,4595,white,9.0,7,'Szhackling Keslerefbeis 2019',2,2,2,4,2
4596,4596,white,9.0,7,'Ybling Bland Verey Chables KP Riesscque Brut whitew',2,2,2,4,2
4597,4597,white,9.0,7,'Grigge Grteichet Chardonnay',2,2,2,4,2
4598,4598,white,11.9,5,'Te erbang Rhiseine 2021',2,2,3,2,4
4599,4599,white,9.0,6,'Bardonnay OlTarzc dailer Sewierelth Eshitt whitewin',2,2,5,4,2
4600,4600,white,9.0,5,'Jpergonney 2018',1,2,2,4,2
4601,4601,white,11.0,6,'Ex Chardonnay 2019',2,2,1,3,3
4602,4602,white,9.0,7,'De Chire',2,2,2,4,2
4603,4603,white,10.0,5,'Yvabingo',1,1,1,3,3
4604,4604,white,10.7,5,'Lsonti Vefra Oritauts 2021',2,2,1,2,4
4605,4605,white,10.7,5,'Qi 2018',2,2,1,2,4
4606,4606,white,13.4,8,'J Brutttes 2019',1,1,1,1,5
4607,4607,white,11.0,6,'Qe Gla de Gorlt Beurgornon Les Sauvignon Blanc VQA',2,2,3,3,3
4608,4608,white,10.0,5,'W Prestial Sperkeghe IGT',1,1,1,3,3
4609,4609,white,10.7,5,'QVAC',2,2,1,2,4
4610,4610,white,10.7,5,'VMcmandenberTsenne Sauvigo Aneruvi Chardonnay 2018',2,2,1,2,4
4611,4611,white,11.0,6,'D7',2,2,3,3,3
4612,4612,white,11.0,6,'SUncharition Blance 2020',2,2,2,2,4
4613,4613,white,11.1,7,'Bllg Seuvlgnon 2021',1,2,1,2,4
4614,4614,white,10.9,5,'XXKNZiter Evgar Chardonnay 2022',2,2,2,3,3
4615,4615,white,11.5,5,'Oteltot Riejlon Rees Chardonnay 2019',2,2,2,2,4
4616,4616,white,13.4,8,'I71HC',1,1,1,1,5
4617,4617,white,9.4,5,'XT45531579',2,2,3,4,2
4618,4618,white,9.4,5,'AIXPBllar 2021',2,2,3,4,2
4619,4619,white,9.4,5,'RKfy Ton Rabert 2022',2,2,3,4,2
4620,4620,white,10.6,6,'Cat VQA',2,2,3,4,2
4621,4621,white,9.4,5,'XQVQA',2,2,3,4,2
4622,4622,white,10.2,6,'X5A',1,2,3,3,3
4623,4623,white,10.6,6,'YYSghremigne Brut whitewine',2,2,3,4,2
4624,4624,white,9.7,5,'Hing Wines 2018',2,2,2,4,2
4625,4625,white,12.2,6,'M1',2,2,2,2,4
4626,4626,white,12.3,5,'Fauxs 1ermene Kelingo',2,2,2,2,4
4627,4627,white,12.2,6,'Unot Timp Geillao Pent Pries Verglieg 2019',2,2,2,2,4
4628,4628,white,11.4,7,'Cs Reterve Bust',2,2,1,2,4
4629,4629,white,12.7,7,'KSZrigno Do Lidatrofelt Nolstaodoine Spttewine 2016',2,2,2,2,4
4630,4630,white,9.7,5,'Fuve',2,2,2,4,2
4631,4631,white,10.8,6,'N4C5 Challon Blanc',2,2,2,3,3
4632,4632,white,11.0,6,'JAdberk Riesling 2019',2,2,2,3,3
4633,4633,white,9.5,5,'Blanco',2,2,3,3,3
4634,4634,white,10.1,6,'Edoir Edarau Blats Sugelle 2020',2,2,2,4,2
4635,4635,white,13.2,7,'JRenchards Brur Organt 2018',1,1,1,1,5
4636,4636,white,8.8,5,'N5 Roossann Riesling 2015',2,2,4,4,2
4637,4637,white,9.5,5,'Blt Harmertane 2221',2,2,3,3,3
4638,4638,white,9.5,5,'KNBrig 2019',2,2,3,3,3
4639,4639,white,9.5,6,'Q',2,2,3,3,3
4640,4640,white,9.5,5,'Z220',2,2,3,3,3
4641,4641,white,9.5,5,'Acpirg 1er Hou Riesling 2022',2,2,3,3,3
4642,4642,white,10.4,6,'Cardonnay VQA',2,2,3,3,3
4643,4643,white,9.9,6,'R45 18',1,2,3,4,2
4644,4644,white,10.0,5,'NJente Therdonnay 2021',2,1,2,2,4
4645,4645,white,10.1,6,'Wef Ruver 2016',2,2,2,4,2
4646,4646,white,9.4,6,'Peg Ros Chraus Vievlyace O Ples Frut whitewine',2,2,2,4,2
4647,4647,white,10.9,5,'XUdzPono',2,3,2,2,4
4648,4648,white,11.4,5,'ICP18',2,2,1,2,4
4649,4649,white,10.3,5,'Mz80',2,3,1,2,4
4650,4650,white,11.0,6,'ExPro Froncce Spuf 2020',2,3,2,2,4
4651,4651,white,10.9,5,'T94',2,3,2,2,4
4652,4652,white,10.8,6,'Jdserd Chardonney DOwhies',2,2,2,3,3
4653,4653,white,10.3,5,'RAj',2,3,1,2,4
4654,4654,white,11.0,6,'Syaus Sporkling Seiva Chiedon Blanc',2,3,2,2,4
4655,4655,white,10.8,6,'Fute DOC VQA',2,2,2,3,3
4656,4656,white,10.5,3,'Saploz',2,2,2,4,2
4657,4657,white,11.1,5,'JKBlige VQA',2,2,2,2,4
4658,4658,white,10.9,5,'IONDOgun Drasuits 2020',2,3,2,2,4
4659,4659,white,11.4,5,'GRos 4r Ponot Werzer Mouve Neshaid 1er Cro whitewin',2,2,1,2,4
4660,4660,white,10.3,5,'KDa Asa Hova Vinerauct Do19',2,2,2,4,2
4661,4661,white,12.9,7,'Fles Conelo 2020',2,2,1,2,4
4662,4662,white,9.9,5,'Arding Riesling 2021',2,2,2,3,3
4663,4663,white,11.3,6,'Mparls Cuserute Stulinge Reerevere 2020',1,2,2,2,4
4664,4664,white,11.5,6,'VQA',1,1,1,2,4
4665,4665,white,11.5,6,'Yves 1ela Vinelard Sauvegnon Blmn white',1,1,1,2,4
4666,4666,white,10.7,5,'Xruy Bau Spatkling 2020',1,2,2,2,4
4667,4667,white,10.4,6,'Ojllans 2019',2,2,3,4,2
4668,4668,white,12.5,6,'XXI4Z8v',2,2,2,2,4
4669,4669,white,9.5,5,'Unper Charkontay',2,2,3,3,3
4670,4670,white,11.3,7,'ZVQA',2,2,2,2,4
4671,4671,white,13.0,6,'Chamaner Clessco ous Marovon Ilnatonala Suivetling ',2,2,1,1,5
4672,4672,white,11.5,6,'DOr des Alckerte  PTwzhere Pepoztraminef 2019',1,1,1,2,4
4673,4673,white,11.5,5,'CUGaies 2020',1,1,1,2,4
4674,4674,white,11.3,6,'Des Chardonnay',1,2,2,2,4
4675,4675,white,13.2,7,'AYle Moc',2,2,1,1,5
4676,4676,white,11.5,7,'JAvrgey aruat Vernere',1,1,1,3,3
4677,4677,white,9.7,6,'Zmlauks Chardonnay 2022',2,2,2,4,2
4678,4678,white,9.2,5,'Cho Chardonnay',1,2,2,3,3
4679,4679,white,8.4,5,'LXRese',1,2,2,3,3
4680,4680,white,12.4,6,'Ud Bertine 2022',2,3,3,1,5
4681,4681,white,12.4,6,'AfchhtetEVAney 2020',2,3,3,1,5
4682,4682,white,9.2,5,'UYfoinge Sauvignon Blanc',1,2,2,3,3
4683,4683,white,8.4,5,'PWhene',1,2,2,3,3
4684,4684,white,11.7,6,'PMkackino Mupackligl Rise 2026',2,2,2,2,4
4685,4685,white,11.0,6,'AZ Zend Res oruge Riesling 2020',2,2,3,3,3
4686,4686,white,11.9,6,'ZFreg White',2,2,3,2,4
4687,4687,white,13.2,7,'Cancion Sointate Tharden Blanc 2021',2,2,2,1,5
4688,4688,white,11.7,6,'JJKe Aneklisergesavi Clas Sparkling',2,2,2,2,4
4689,4689,white,9.1,5,'Wino Sppreerot de Granier Oaklinne Chardonnay',1,2,2,5,1
4690,4690,white,12.6,6,'Bli 2018',2,2,1,2,4
4691,4691,white,9.1,5,'Cbarze Ext Pelquez',1,2,2,5,1
4692,4692,white,10.6,5,'Q9',3,3,1,3,3
4693,4693,white,12.6,6,'X014',2,2,1,2,4
4694,4694,white,13.7,7,'I',1,1,1,1,5
4695,4695,white,12.0,6,'Ypmetawine 2021',1,2,1,2,4
4696,4696,white,12.5,7,'O9P',2,2,1,2,4
4697,4697,white,12.1,6,'XD017',1,1,1,2,4
4698,4698,white,11.3,6,'PHfelact Clardonnay',1,2,3,2,4
4699,4699,white,12.0,6,'NExbburewine 2018',1,2,1,2,4
4700,4700,white,10.3,6,'Etes PAbmmani Brats Ki Winer Chardonnay 2018',1,1,1,2,4
4701,4701,white,12.7,6,'Pingo Cerely 2022',1,2,2,2,4
4702,4702,white,9.2,5,'QG',2,2,3,4,2
4703,4703,white,9.2,5,'Sannte Grand 2002022',2,2,3,4,2
4704,4704,white,13.0,7,'Whawho Vinalard Chardonnay',2,2,1,1,5
4705,4705,white,13.1,6,'L91',2,2,2,1,5
4706,4706,white,11.0,6,'Bla 2016',3,3,3,2,4
4707,4707,white,9.2,5,'Ywvien Estaten Vienliner VQA',2,2,3,4,2
4708,4708,white,10.2,6,'Band Luergburs 2021',1,2,3,3,3
4709,4709,white,8.6,4,'Were Lies Weste Domanca Crus',3,2,4,5,1
4710,4710,white,9.6,5,'Cerghieles Coustoch Jhornonnay 1o0 Sere Thork Souvi',2,2,3,3,3
4711,4711,white,9.9,7,'K137',2,2,2,3,3
4712,4712,white,10.5,5,'Jcherd Cauvlies Fatios Chardon Blanc Riesling Anbeu',1,2,2,4,2
4713,4713,white,11.4,5,'D021',2,2,1,2,4
4714,4714,white,9.4,5,'Sodngini 1eller Rouscco Sparkling',2,2,3,4,2
4715,4715,white,11.1,4,'KT4L4 2201',2,2,2,3,3
4716,4716,white,8.9,6,'Ordenas Vineyarks 2020',1,2,2,5,1
4717,4717,white,8.9,6,'D',1,2,2,5,1
4718,4718,white,10.8,5,'RKA0',2,2,2,2,4
4719,4719,white,12.2,6,'Vmo',2,2,2,2,4
4720,4720,white,8.9,6,'Ax5',1,2,2,5,1
4721,4721,white,12.5,6,'Q',2,2,2,1,5
4722,4722,white,12.2,6,'QA',2,2,2,2,4
4723,4723,white,12.5,6,'VVQ021',2,2,2,1,5
4724,4724,white,8.9,6,'Rkerergel Chardonnay 2021',1,2,2,5,1
4725,4725,white,10.8,6,'Rine 2021',1,2,2,3,3
4726,4726,white,11.4,6,'Ynnantalu VArgenxHamis Pinot Eritie Baurebad Chi 20',2,2,2,3,3
4727,4727,white,10.8,5,'T5 Layne Riesling VQA',2,2,2,2,4
4728,4728,white,10.6,5,'JNZyle Whitewine',1,2,2,3,3
4729,4729,white,12.2,6,'Squldonne 2016',1,2,1,2,4
4730,4730,white,12.3,6,'M7Oc 2019',2,2,1,1,5
4731,4731,white,10.4,6,'XTHigh whitewine',2,2,2,3,3
4732,4732,white,10.4,6,'Ifscear Orgig Organ 5T Gandol Chardonnay 2017',2,2,4,4,2
4733,4733,white,11.0,7,'I7x Etratnot Soistiagne 2021',3,3,3,2,4
4734,4734,white,10.6,5,'VQA',1,2,2,3,3
4735,4735,white,11.5,6,'WPine Lesa Malont Lo Cloc Lay Sauvignon Blanc',1,2,2,2,4
4736,4736,white,14.0,7,'Haric 2022',1,1,2,1,5
4737,4737,white,12.5,7,'XChtare Boutr Seserzetu 20219',2,2,2,2,4
4738,4738,white,12.5,7,'D8 Gromian Sauvignon Blanc',2,2,2,2,4
4739,4739,white,12.8,7,'CRme Stitewert Chaudinga White',2,2,2,1,5
4740,4740,white,11.2,7,'Nond Mond',1,2,2,2,4
4741,4741,white,11.2,7,'Yuless 2022',1,2,2,2,4
