,Unnamed: 0,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,clean name
5020,5020,red,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5,'Baro AGresie 2020'
5021,5021,red,8.0,0.71,0.0,2.6,0.08,11.0,34.0,0.9976,3.44,0.53,9.5,5,'WDFbicks Seriturget Esx Vel Estet Pinot Noir 2021'
5022,5022,red,7.8,0.5,0.17,1.6,0.082,21.0,102.0,0.996,3.39,0.48,9.5,5,'U Chteau Meatone'
5023,5023,red,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,5,'ExBerand Pidot Noir 2019'
5024,5024,red,8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,5,'Este Series Valaysinam Kinnat 2021'
5025,5025,red,8.1,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,5,'Q2019'
5026,5026,red,8.0,0.59,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,7,'QA'
5027,5027,red,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,5,'Vignan'
5028,5028,red,8.0,0.745,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,5,'KWont Labous Anersone Shiraz 2021'
5029,5029,red,5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,'Chiraz 2020'
5030,5030,red,5.6,0.5,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,'KXKQ2018'
5031,5031,red,6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.9952,3.4,0.58,9.8,6,'T8'
5032,5032,red,7.9,1.04,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6,'K8'
5033,5033,red,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,'Znquet'
5034,5034,red,8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,5,'Kvigion di Zontal Red'
5035,5035,red,7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,5,'Mnatage 2022'
5036,5036,red,7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54,9.5,5,'Clas Durtanganc 2020'
5037,5037,red,7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,5,'Fquak 2020'
5038,5038,red,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,'Sprinago'
5039,5039,red,8.3,0.715,0.15,1.8,0.089,10.0,52.0,0.9968,3.23,0.77,9.5,5,'Q'
5040,5040,red,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,'VKyal Bocha del Singlo VOC'
5041,5041,red,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5,'N19'
5042,5042,red,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,'Red VQA'
5043,5043,red,8.1,0.67,0.55,1.8,0.117,32.0,141.0,0.9968,3.17,0.62,9.4,5,'HGieraw 2021'
5044,5044,red,5.8,0.68,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5,'CRowssed Vineyard Pinot Noir 2018'
5045,5045,red,7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.9968,3.11,0.8,9.3,5,'UxGAnnayurd SaintJess Pinot Noir VQA'
5046,5046,red,6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6,'JTagne 2020'
5047,5047,red,8.2,0.4,0.44,2.8,0.089,11.0,43.0,0.9975,3.53,0.61,10.5,6,'R0past Pe Mobriteleau Prezahe Rocke Valley Cecherss'
5048,5048,red,7.3,0.33,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,6,'UrnnP'
5049,5049,red,9.2,0.52,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4,'Hbouthy of Pelit Viendas Berore MontUSbicos KondeVi'
5050,5050,red,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,'Pelles Vineyard Fitomags Al POtGreyan 2006'
5051,5051,red,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,'HMefilles Veledise 2018'
5052,5052,red,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,'Z Rimeranna Brulello di Montsiccion'
5053,5053,red,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,'Q8'
5054,5054,red,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,'VQU'
5055,5055,red,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,'P'
5056,5056,red,7.1,0.68,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,'L Coun Rieja 2015'
5057,5057,red,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,'Es de Chteau Maurly Pate Zafftrin'
5058,5058,red,7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,'Res 1396'
5059,5059,red,7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,'Mocthio Shiraz 2020'
5060,5060,red,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,'Rourg Magbet Grand 2020'
5061,5061,red,7.4,0.6,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,'Pla Antello di Vantanca Ris 2019'
5062,5062,red,7.3,0.59,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,'Hernat 2021'
5063,5063,red,7.8,0.63,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,'VIm Atterdi Znefamunjo 2018'
5064,5064,red,6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,'Vinone Les Moinegtoresto 2010'
5065,5065,red,7.3,0.55,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,'Jon Les Chamsers Vineyard Pinot Noir'
5066,5066,red,6.8,0.63,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,'Batrom Blenella de Mugliomanne 2019'
5067,5067,red,7.5,0.705,0.24,1.8,0.36,15.0,63.0,0.9964,3.0,1.59,9.5,5,'PShiraz BourdOggMorkette Blorelloquiege Ruserva 201'
5068,5068,red,7.9,0.885,0.03,1.8,0.058,4.0,8.0,0.9972,3.36,0.33,9.1,4,'Mnat Neir 2020'
5069,5069,red,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,'Cuberne Sauvignon 2019'
5070,5070,red,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,'Reffirm 2019'
5071,5071,red,7.4,0.62,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,'Ode Duyfallas Vineyard ParreKPhian Hermotage 2019'
5072,5072,red,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,'FilazDo Rosse 2019'
5073,5073,red,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,'KPignin Grand Cabernet Sauvignon 2020'
5074,5074,red,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,'Xfadkawo Amarone Sunetsian 2021'
5075,5075,red,7.5,0.52,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,'Barki In Pastrand Vinay Noir VQA'
5076,5076,red,7.0,0.805,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,'OC 2020'
5077,5077,red,8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,'Latani Bovolo Gomano Melbac 2020'
5078,5078,red,8.8,0.61,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,'J Berishetermorro 2020'
5079,5079,red,8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,'Cta Brunello di Sontalcino 2019'
5080,5080,red,7.2,0.73,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,'Cdeauxs Syrah 2022'
5081,5081,red,6.8,0.61,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,'Edress 2019'
5082,5082,red,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,'Mnita Sylah 2019'
5083,5083,red,8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,'Dx Barolo 2017'
5084,5084,red,7.4,0.39,0.48,2.0,0.082,14.0,67.0,0.9972,3.34,0.55,9.2,5,'La Ruseraule Barolo 2018'
5085,5085,red,7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,5,'ICla Clrando Class Malbecti Sprico Oras Red'
5086,5086,red,7.9,0.5,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,'Fles Cabernet Sauvignon'
5087,5087,red,7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,5,'Ffond Dorgea Pabernet Sauvignon 2009'
5088,5088,red,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,'Jellarr Lesfinay 201T'
5089,5089,red,6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,'Appalcalo 2019'
5090,5090,red,6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,5,'Frez 2018'
5091,5091,red,7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,'Ex 2019'
5092,5092,red,7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,'QMabretre Shraht Cobernet Sauvignon Louroud 2018'
5093,5093,red,7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,5,'Wite Granec VQA'
5094,5094,red,7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,'Nianol 2017'
5095,5095,red,11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,'GPra di Montalcino 2016'
5096,5096,red,5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,7,'Mellot 2020'
5097,5097,red,6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,'Zinges Efdate Pinot Noir 2020'
5098,5098,red,9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,7,'VQA'
5099,5099,red,8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,5,'VQA'
5100,5100,red,6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,5,'Willage 2018'
5101,5101,red,7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,5,'YWilous Shiraz 2019'
5102,5102,red,7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,'Mable Maxbuces ShitazEsaue Tre Damaine de Boneloss '
5103,5103,red,12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,'XJ Alengoto Malbec 2020'
5104,5104,red,12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,'Flac 2018'
5105,5105,red,7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,5,'YUnajon 2019'
5106,5106,red,7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,'Cabernet Sauvignon 202021'
5107,5107,red,11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,7,'VQA'
5108,5108,red,9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,'Res Vineyard Bifnfels Olendicg 2020'
5109,5109,red,8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,'Oc'
5110,5110,red,11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,'Crieria EGP'
5111,5111,red,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,'Buernet Sauvignon Sauvignon 2020'
5112,5112,red,7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,'Calepte Crizon Red AOC LAmbicesla 2019'
5113,5113,red,7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,'Ans Reserve Cabernet Sauvignon 2018'
5114,5114,red,8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,5,'AjTGVoir 2020'
5115,5115,red,8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,'Fpolinela 2010'
5116,5116,red,7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,'Vinis Noir VQA'
5117,5117,red,7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,'Lsoof Coureuras 2017'
5118,5118,red,7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,6,'Exmardino Bronello di Montalcino 2014'
5119,5119,red,7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,5,'La della Valpolicella Minola 2017'
5120,5120,red,6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,'AppanTper Agios Cabernet Sauvignon KPr'
5121,5121,red,8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,'Uzzare 2021'
5122,5122,red,8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,4,'Trunglo Masurld Colla Valpolicella Reservi 2019'
5123,5123,red,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,'Wanse Shiraz Organic'
5124,5124,red,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,'GQTermara Yollay 2018'
5125,5125,red,9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,'Trendick Cabprnet Pran Rhi 2011'
5126,5126,red,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,'Kshe Pastignal Sel Sourasuna Riserve Noir VQA'
5127,5127,red,6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,'FAl'
5128,5128,red,5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,'Wyro Mes Orgenic 2018'
5129,5129,red,8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,'JTEpalbuciau Chianti Nopazzo Nego Borono Kustr 2020'
5130,5130,red,8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,'Rbronge Ctotacce 2019'
5131,5131,red,6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,'ITrone Anemaline Blend'
5132,5132,red,8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,'MX2021'
5133,5133,red,7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,'Cankie Bacc 9O5 Esire Antionaue Ryserva 2018'
5134,5134,red,7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,'XGSauvignon 2022'
5135,5135,red,7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,6,'Yer Cosse GiauxFalm Cabernet Sauvignon 2020'
5136,5136,red,7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6,'Luprema finge Raserva 2012'
5137,5137,red,8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,'J Bourgulanico 2019'
5138,5138,red,8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,'Wild Zinfaldet 2021'
5139,5139,red,12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,'OZk Joshn HaurdBourisud Vineyard Reserve Cdat Welle'
5140,5140,red,7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,'Yerti Supicious Souites Tounttia Carnun 2018'
5141,5141,red,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,'MTherizg Shiraz 2021'
5142,5142,red,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,'K20'
5143,5143,red,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,'Fa Vignes Terrhers Xineyards Crine 2017'
5144,5144,red,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,'JEs Wines Ed 2018'
5145,5145,red,8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,'Paule Chianti Reservi Mornt Cabernet Sauvignon 2020'
5146,5146,red,7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,'Herlot VQA'
5147,5147,red,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,'MLoth Biewa 2018'
5148,5148,red,10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,'Rino Al Piroriago Reserva 2019'
5149,5149,red,7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,'Etto Pinot Noir 2120'
5150,5150,red,11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,'Ubboon 2005'
5151,5151,red,7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,'Shighom Knfandamase 2020'
5152,5152,red,7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,'Rgeary 2019'
5153,5153,red,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,'Blento'
5154,5154,red,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,'De Grava Vellas 2016'
5155,5155,red,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,'EsXMonque Vignes Les 2020'
5156,5156,red,7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,'XLa Red'
5157,5157,red,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,'Hilligagerna 2019'
5158,5158,red,7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,'Q2020'
5159,5159,red,7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,'Abrento Seleci 2019'
5160,5160,red,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,'Gde Syren 2017'
5161,5161,red,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,'Dy Pinota Pognitino Ringrazci 2018'
5162,5162,red,12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,'H Zintar KTX9'
5163,5163,red,11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,'Xmo Roch Ridgue Ca0Malber 2020'
5164,5164,red,8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,'Cainelle 2022'
5165,5165,red,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,'Neirat 2020'
5166,5166,red,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,'Ov'
5167,5167,red,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,'Sphrellion Cabernet Sauvignon 2021'
5168,5168,red,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,'Aj0'
5169,5169,red,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,'Sburmya 2019'
5170,5170,red,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,'Kalita Antra Cabernet Sauvignon 201'
5171,5171,red,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,'N18'
5172,5172,red,7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,'Aj'
5173,5173,red,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,'Zsitampak Marmer Les Vignet Sauvignon Vineyard Lein'
5174,5174,red,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,'YJandum The LeYFouraSurs Pinot Noir'
5175,5175,red,11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,'Urpolited 2018'
5176,5176,red,10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,'Iz'
5177,5177,red,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,'Ant Parmonre 2017'
5178,5178,red,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,'YCabernet Sauvignon'
5179,5179,red,7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,'Not Simileuterriges 2020'
5180,5180,red,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,'Q KP'
5181,5181,red,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,'DPGran Cles de Valmasie 2019'
5182,5182,red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,'Suttar Barilo Al Tesco Orginic'
5183,5183,red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,'Roch Bourto 2019'
5184,5184,red,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,'Shiry Nera d Rco Rosare Vulesho 2010'
5185,5185,red,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,'Tente Cabernet Sauvignon 2020'
5186,5186,red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,'YQ2021'
5187,5187,red,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,'Svignon 2020'
5188,5188,red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,'XZirnes Vignes SolazTobo 2019'
5189,5189,red,11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,5,'Noin 2019'
5190,5190,red,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,'Avignon 2020'
5191,5191,red,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,'Y Redicherahe Cabernet Sauvignon 2018'
5192,5192,red,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,'Frond O0C'
5193,5193,red,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,'Pra 2021'
5194,5194,red,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,'Via Lab 2020'
5195,5195,red,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,'Vigle Merlot 2019'
5196,5196,red,7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,'QA'
5197,5197,red,6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,'Braux 2021'
5198,5198,red,7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,'WShivilly Vineyard Haptsos Cabernet Sauvignon 2019'
5199,5199,red,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,'MDGrabernat 2018'
5200,5200,red,8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,'Cla di Mancahic 2021'
5201,5201,red,7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,'Xe Treenis Va Mutage 2019'
5202,5202,red,8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,'Ox'
5203,5203,red,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,'P0'
5204,5204,red,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,'Jetra Gato Cabernet Sauvignon 2018'
5205,5205,red,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,'QApencine Vineyard Pinot Noir 2018'
5206,5206,red,10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,'Dpivelli di Montimina 2014'
5207,5207,red,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,'Rsimian Reserve Pinot Noir VQA'
5208,5208,red,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,'Berrar 2020'
5209,5209,red,7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,'ACbremik Ple di Bondacce 2020'
5210,5210,red,9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,'Tteplinguno Sangles Moctle 2019'
5211,5211,red,8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,'X3'
5212,5212,red,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,'Wipjan Cabernet Sauvignon 2019'
5213,5213,red,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,'KInja Lit Higli Bourle Rebernet Sauvignon 2020'
5214,5214,red,9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,'JnGSautigno 2017'
5215,5215,red,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,'I The Follentales Zinfald Mentillon Cabernet Franc '
