,index,type,quality,crispness,acidity,fruitiness,sweetness,dryness
2193,2193,white,4,1,2,1,1,3
2194,2194,white,5,1,1,2,1,3
2195,2195,white,4,1,1,2,2,2
2196,2196,white,5,2,1,4,4,0
2197,2197,white,7,1,1,2,1,3
2198,2198,white,5,1,1,3,1,3
2199,2199,white,5,1,1,4,1,3
2200,2200,white,5,2,2,2,2,2
2201,2201,white,6,1,1,2,1,3
2202,2202,white,5,1,1,2,3,1
2203,2203,white,5,1,1,3,1,3
2204,2204,white,5,1,1,4,1,3
2205,2205,white,5,2,2,3,2,2
2206,2206,white,6,1,1,2,1,3
2207,2207,white,6,1,1,2,1,3
2208,2208,white,7,1,2,2,1,3
2209,2209,white,5,1,1,1,2,2
2210,2210,white,5,2,2,2,3,1
2211,2211,white,6,1,1,4,2,2
2212,2212,white,7,1,1,2,1,3
2213,2213,white,7,2,2,3,1,3
2214,2214,white,6,1,1,2,1,3
2215,2215,white,7,1,2,2,1,3
2216,2216,white,5,2,2,2,3,1
2217,2217,white,7,1,2,2,2,2
2218,2218,white,5,1,2,2,2,2
2219,2219,white,6,1,1,3,3,1
2220,2220,white,7,0,1,0,0,4
2221,2221,white,6,1,1,2,2,2
2222,2222,white,5,2,1,3,2,2
2223,2223,white,5,1,1,2,3,1
2224,2224,white,6,1,1,1,2,2
2225,2225,white,7,1,1,2,2,2
2226,2226,white,6,0,1,1,2,2
2227,2227,white,6,0,1,1,2,2
2228,2228,white,6,1,1,3,4,0
2229,2229,white,7,0,1,1,2,2
2230,2230,white,8,0,0,3,1,3
2231,2231,white,8,1,1,2,1,3
2232,2232,white,6,1,1,3,4,0
2233,2233,white,7,1,1,2,1,3
2234,2234,white,6,1,1,2,4,0
2235,2235,white,6,1,1,3,1,3
2236,2236,white,7,2,2,2,2,2
2237,2237,white,5,1,1,2,3,1
2238,2238,white,8,0,0,2,1,3
2239,2239,white,6,1,1,1,2,2
2240,2240,white,7,0,1,1,2,2
2241,2241,white,6,1,1,1,3,1
2242,2242,white,7,0,0,1,0,4
2243,2243,white,6,0,1,1,2,2
2244,2244,white,6,1,1,3,1,3
2245,2245,white,5,1,1,3,1,3
2246,2246,white,5,1,2,2,2,2
2247,2247,white,7,1,0,3,1,3
2248,2248,white,8,0,0,3,1,3
2249,2249,white,7,1,1,0,0,4
2250,2250,white,7,0,1,1,0,4
2251,2251,white,4,2,2,3,2,2
2252,2252,white,7,1,1,0,0,4
2253,2253,white,6,1,2,2,0,4
2254,2254,white,6,1,1,2,3,1
2255,2255,white,5,1,1,3,1,3
2256,2256,white,4,0,1,0,1,3
2257,2257,white,8,1,1,2,1,3
2258,2258,white,5,0,1,0,1,3
2259,2259,white,5,1,2,2,3,1
2260,2260,white,5,0,1,0,1,3
2261,2261,white,5,0,1,0,3,1
2262,2262,white,6,1,1,2,3,1
2263,2263,white,6,0,1,2,1,3
2264,2264,white,7,1,1,3,1,3
2265,2265,white,5,2,2,3,1,3
2266,2266,white,5,2,2,3,1,3
2267,2267,white,6,1,1,3,3,1
2268,2268,white,7,1,1,2,0,4
2269,2269,white,7,1,1,1,1,3
2270,2270,white,5,0,1,1,2,2
2271,2271,white,7,1,1,2,1,3
2272,2272,white,6,1,1,1,2,2
2273,2273,white,6,1,1,2,2,2
2274,2274,white,5,1,1,2,3,1
2275,2275,white,5,2,2,3,2,2
2276,2276,white,5,1,1,2,2,2
2277,2277,white,6,1,1,2,3,1
2278,2278,white,8,1,1,3,1,3
2279,2279,white,8,1,1,2,1,3
2280,2280,white,5,2,2,3,2,2
2281,2281,white,5,2,2,4,1,3
2282,2282,white,5,2,2,4,2,2
2283,2283,white,5,2,2,3,2,2
2284,2284,white,5,1,1,2,1,3
2285,2285,white,5,1,1,2,1,3
2286,2286,white,5,1,1,1,3,1
2287,2287,white,5,2,2,2,1,3
2288,2288,white,5,2,2,2,2,2
2289,2289,white,6,1,1,2,2,2
2290,2290,white,5,1,1,1,2,2
2291,2291,white,5,1,1,1,3,1
2292,2292,white,5,1,1,1,3,1
2293,2293,white,4,1,1,2,2,2
2294,2294,white,4,1,1,2,1,3
2295,2295,white,6,1,2,1,4,0
2296,2296,white,6,1,2,1,4,0
2297,2297,white,6,1,2,1,4,0
2298,2298,white,6,1,1,2,2,2
2299,2299,white,6,1,2,1,4,0
2300,2300,white,7,1,1,3,2,2
2301,2301,white,6,2,2,3,1,3
2302,2302,white,5,0,1,2,2,2
2303,2303,white,5,0,1,1,2,2
2304,2304,white,6,1,1,3,1,3
2305,2305,white,5,1,1,2,1,3
2306,2306,white,6,1,1,2,2,2
2307,2307,white,6,1,2,3,2,2
2308,2308,white,5,2,2,3,2,2
2309,2309,white,6,1,1,3,0,4
2310,2310,white,5,1,1,2,1,3
2311,2311,white,6,1,1,1,3,1
2312,2312,white,5,1,1,3,3,1
2313,2313,white,7,1,1,2,3,1
2314,2314,white,6,1,1,1,2,2
2315,2315,white,5,2,2,3,2,2
2316,2316,white,5,1,1,1,2,2
2317,2317,white,5,2,2,3,2,2
2318,2318,white,6,1,1,3,2,2
2319,2319,white,5,1,1,2,1,3
2320,2320,white,6,1,1,2,1,3
2321,2321,white,7,1,1,2,0,4
2322,2322,white,5,1,1,2,2,2
2323,2323,white,8,1,1,2,1,3
2324,2324,white,6,1,1,2,1,3
2325,2325,white,5,2,2,3,2,2
2326,2326,white,6,1,1,3,0,4
2327,2327,white,7,1,1,1,2,2
2328,2328,white,7,1,1,3,4,0
2329,2329,white,6,0,1,1,2,2
2330,2330,white,6,2,2,3,3,1
2331,2331,white,7,1,1,1,2,2
2332,2332,white,7,1,1,3,4,0
2333,2333,white,7,1,1,2,2,2
2334,2334,white,6,1,1,2,1,3
2335,2335,white,7,1,1,2,1,3
2336,2336,white,5,1,1,2,3,1
2337,2337,white,6,0,0,0,1,3
2338,2338,white,6,0,0,0,1,3
2339,2339,white,5,2,2,2,2,2
2340,2340,white,6,1,1,4,4,0
2341,2341,white,5,1,1,2,3,1
2342,2342,white,6,1,1,3,1,3
2343,2343,white,6,2,1,3,0,4
2344,2344,white,6,2,2,3,1,3
2345,2345,white,5,1,1,2,2,2
2346,2346,white,6,1,1,2,1,3
2347,2347,white,6,0,0,0,1,3
2348,2348,white,6,2,2,3,1,3
2349,2349,white,5,2,2,3,2,2
2350,2350,white,8,2,2,2,1,3
2351,2351,white,8,1,1,3,2,2
2352,2352,white,8,2,2,2,1,3
2353,2353,white,6,1,1,2,1,3
2354,2354,white,7,0,0,2,1,3
2355,2355,white,6,1,1,2,1,3
2356,2356,white,5,2,2,3,2,2
2357,2357,white,7,1,1,2,0,4
2358,2358,white,6,1,1,2,0,4
2359,2359,white,7,1,1,2,0,4
2360,2360,white,5,1,1,2,2,2
2361,2361,white,6,2,2,4,0,4
2362,2362,white,3,2,2,3,0,4
2363,2363,white,6,1,1,2,3,1
2364,2364,white,7,1,1,2,1,3
2365,2365,white,7,1,1,2,1,3
2366,2366,white,6,1,1,2,1,3
2367,2367,white,6,1,1,2,1,3
2368,2368,white,5,1,1,2,1,3
2369,2369,white,6,1,1,2,0,4
2370,2370,white,5,1,1,3,1,3
2371,2371,white,7,1,1,2,0,4
2372,2372,white,5,3,3,3,2,2
2373,2373,white,6,1,1,1,2,2
2374,2374,white,7,1,1,3,1,3
2375,2375,white,7,2,2,3,1,3
2376,2376,white,7,1,1,2,0,4
2377,2377,white,5,0,1,1,2,2
2378,2378,white,7,2,2,3,2,2
2379,2379,white,6,1,1,2,1,3
2380,2380,white,7,1,1,2,1,3
2381,2381,white,5,2,2,3,2,2
2382,2382,white,7,0,0,1,2,2
2383,2383,white,5,0,1,2,2,2
2384,2384,white,6,0,0,2,2,2
2385,2385,white,7,1,1,3,0,4
2386,2386,white,6,1,1,2,2,2
2387,2387,white,6,1,1,1,3,1
2388,2388,white,6,1,1,3,2,2
2389,2389,white,6,1,1,2,2,2
2390,2390,white,6,2,2,4,2,2
2391,2391,white,5,1,1,2,2,2
2392,2392,white,7,1,1,2,2,2
2393,2393,white,8,1,1,2,1,3
2394,2394,white,7,2,2,3,4,0
2395,2395,white,5,1,1,1,3,1
2396,2396,white,7,2,2,3,4,0
2397,2397,white,5,2,2,3,1,3
2398,2398,white,5,2,2,3,1,3
2399,2399,white,6,0,1,1,2,2
2400,2400,white,7,2,2,3,4,0
2401,2401,white,5,1,1,1,3,1
2402,2402,white,6,1,1,1,1,3
2403,2403,white,6,1,1,3,0,4
2404,2404,white,7,1,1,2,1,3
2405,2405,white,8,1,1,2,1,3
2406,2406,white,7,1,1,2,1,3
2407,2407,white,6,1,1,3,0,4
2408,2408,white,7,1,1,2,1,3
2409,2409,white,7,2,2,3,0,4
2410,2410,white,7,1,1,2,0,4
2411,2411,white,6,1,1,1,1,3
2412,2412,white,6,2,2,2,2,2
2413,2413,white,6,1,1,2,3,1
2414,2414,white,6,1,1,1,1,3
2415,2415,white,4,1,1,1,1,3
2416,2416,white,4,1,1,1,1,3
2417,2417,white,6,1,1,2,3,1
2418,2418,white,6,1,1,2,2,2
2419,2419,white,7,1,1,2,1,3
2420,2420,white,6,1,1,3,1,3
2421,2421,white,5,1,2,2,1,3
2422,2422,white,6,2,2,3,2,2
2423,2423,white,5,1,1,3,2,2
2424,2424,white,6,1,1,3,2,2
2425,2425,white,6,2,2,3,2,2
2426,2426,white,7,2,2,3,1,3
2427,2427,white,8,1,1,3,0,4
2428,2428,white,6,0,1,1,1,3
2429,2429,white,5,3,2,4,1,3
2430,2430,white,5,2,2,3,2,2
2431,2431,white,6,1,1,3,2,2
2432,2432,white,6,2,2,3,3,1
2433,2433,white,6,1,1,1,1,3
2434,2434,white,5,1,1,2,1,3
2435,2435,white,6,1,1,2,1,3
2436,2436,white,5,1,1,4,3,1
2437,2437,white,6,1,1,3,0,4
2438,2438,white,6,1,1,2,0,4
2439,2439,white,6,0,0,2,1,3
2440,2440,white,6,1,1,2,1,3
2441,2441,white,7,2,1,3,0,4
2442,2442,white,6,1,1,2,1,3
2443,2443,white,6,0,0,2,1,3
2444,2444,white,5,2,2,3,2,2
2445,2445,white,5,2,2,3,2,2
2446,2446,white,6,1,1,2,3,1
2447,2447,white,8,1,1,3,0,4
2448,2448,white,6,2,2,4,0,4
2449,2449,white,6,0,0,1,2,2
2450,2450,white,8,1,1,2,2,2
2451,2451,white,5,1,1,2,2,2
2452,2452,white,5,1,1,2,2,2
2453,2453,white,6,1,2,1,2,2
2454,2454,white,6,1,1,2,1,3
2455,2455,white,5,1,1,1,1,3
2456,2456,white,6,1,2,1,2,2
2457,2457,white,6,1,1,2,3,1
2458,2458,white,8,1,1,2,0,4
2459,2459,white,8,1,1,2,0,4
2460,2460,white,7,1,1,3,1,3
2461,2461,white,7,2,2,3,1,3
2462,2462,white,8,1,1,2,2,2
2463,2463,white,4,2,2,2,1,3
2464,2464,white,7,2,2,2,0,4
2465,2465,white,7,1,1,2,0,4
2466,2466,white,6,0,0,1,2,2
2467,2467,white,5,1,1,2,2,2
2468,2468,white,5,1,1,2,2,2
2469,2469,white,5,1,1,3,1,3
2470,2470,white,6,1,1,3,4,0
2471,2471,white,6,1,1,3,2,2
2472,2472,white,8,1,1,2,1,3
2473,2473,white,7,1,1,2,1,3
2474,2474,white,6,0,1,1,2,2
2475,2475,white,7,0,1,1,2,2
2476,2476,white,7,1,1,2,1,3
2477,2477,white,4,1,1,0,2,2
2478,2478,white,5,1,1,3,1,3
2479,2479,white,7,1,1,1,1,3
2480,2480,white,6,1,1,3,1,3
2481,2481,white,5,1,2,1,2,2
2482,2482,white,6,1,1,3,4,0
2483,2483,white,6,1,1,2,1,3
2484,2484,white,7,2,2,3,2,2
2485,2485,white,7,1,1,2,0,4
2486,2486,white,7,1,1,2,1,3
2487,2487,white,6,1,1,2,1,3
2488,2488,white,6,1,1,3,1,3
2489,2489,white,7,1,1,2,1,3
2490,2490,white,6,1,1,0,1,3
2491,2491,white,7,1,1,2,1,3
2492,2492,white,7,0,0,1,1,3
2493,2493,white,6,0,1,0,2,2
2494,2494,white,6,1,1,2,1,3
2495,2495,white,5,1,1,1,2,2
2496,2496,white,7,0,0,0,0,4
2497,2497,white,6,1,1,2,0,4
2498,2498,white,7,1,1,1,1,3
2499,2499,white,6,2,2,3,1,3
2500,2500,white,6,0,0,1,2,2
2501,2501,white,6,1,1,3,0,4
2502,2502,white,6,1,1,2,0,4
2503,2503,white,6,0,0,2,2,2
2504,2504,white,7,0,0,0,0,4
2505,2505,white,7,1,1,2,0,4
2506,2506,white,7,1,1,1,1,3
2507,2507,white,7,1,1,2,3,1
2508,2508,white,7,1,1,2,3,1
2509,2509,white,6,1,1,2,1,3
2510,2510,white,7,1,1,2,3,1
2511,2511,white,6,1,1,4,3,1
2512,2512,white,8,1,1,1,1,3
2513,2513,white,8,1,1,2,1,3
2514,2514,white,5,2,2,3,1,3
2515,2515,white,4,0,1,1,2,2
2516,2516,white,8,2,2,2,2,2
2517,2517,white,6,1,1,1,1,3
2518,2518,white,7,1,1,2,3,1
2519,2519,white,6,1,2,2,1,3
2520,2520,white,6,1,1,2,1,3
2521,2521,white,6,1,1,2,1,3
2522,2522,white,8,1,1,2,1,3
2523,2523,white,6,2,2,3,2,2
2524,2524,white,6,0,0,2,1,3
2525,2525,white,6,1,1,1,1,3
2526,2526,white,3,2,2,2,3,1
2527,2527,white,4,2,2,4,3,1
2528,2528,white,6,1,1,3,1,3
2529,2529,white,5,0,0,1,2,2
2530,2530,white,6,2,2,3,2,2
2531,2531,white,6,1,1,3,1,3
2532,2532,white,6,1,1,4,0,4
2533,2533,white,5,1,1,4,1,3
2534,2534,white,7,2,2,4,1,3
2535,2535,white,5,1,1,3,2,2
2536,2536,white,4,1,1,1,1,3
2537,2537,white,5,1,1,3,2,2
2538,2538,white,7,1,1,3,1,3
2539,2539,white,6,1,1,4,0,4
2540,2540,white,5,1,1,4,1,3
2541,2541,white,5,1,1,1,3,1
2542,2542,white,7,2,2,4,1,3
2543,2543,white,5,1,1,4,2,2
2544,2544,white,5,1,1,4,3,1
2545,2545,white,5,1,1,1,1,3
2546,2546,white,5,2,2,4,2,2
2547,2547,white,6,1,1,4,1,3
2548,2548,white,6,2,1,4,2,2
2549,2549,white,6,1,1,3,0,4
2550,2550,white,6,1,1,3,1,3
2551,2551,white,6,1,1,3,1,3
2552,2552,white,6,1,1,4,1,3
2553,2553,white,6,2,1,4,2,2
2554,2554,white,5,1,1,3,2,2
2555,2555,white,6,2,1,4,2,2
2556,2556,white,7,2,1,4,2,2
2557,2557,white,5,2,2,4,4,0
2558,2558,white,6,1,1,3,0,4
2559,2559,white,6,2,2,3,2,2
2560,2560,white,6,1,1,4,2,2
2561,2561,white,6,1,1,3,1,3
2562,2562,white,6,2,2,3,1,3
2563,2563,white,8,2,2,4,1,3
2564,2564,white,6,1,1,4,1,3
2565,2565,white,7,1,1,4,1,3
2566,2566,white,5,1,1,1,2,2
2567,2567,white,5,1,1,3,2,2
2568,2568,white,7,2,1,4,2,2
2569,2569,white,6,2,1,4,2,2
2570,2570,white,5,2,2,3,1,3
2571,2571,white,6,1,1,4,2,2
2572,2572,white,4,1,1,1,2,2
2573,2573,white,6,1,1,3,1,3
2574,2574,white,5,1,1,4,2,2
2575,2575,white,6,1,1,1,1,3
2576,2576,white,6,1,2,1,1,3
2577,2577,white,6,2,2,3,1,3
2578,2578,white,6,1,1,3,1,3
2579,2579,white,6,1,1,1,1,3
2580,2580,white,6,1,1,3,1,3
2581,2581,white,4,1,1,1,2,2
2582,2582,white,3,1,1,1,2,2
2583,2583,white,6,1,1,3,1,3
2584,2584,white,6,1,1,3,2,2
2585,2585,white,6,1,0,3,1,3
2586,2586,white,5,2,1,3,1,3
2587,2587,white,5,2,2,4,2,2
2588,2588,white,8,2,2,4,1,3
2589,2589,white,8,2,1,4,1,3
2590,2590,white,7,2,1,4,1,3
2591,2591,white,5,1,1,1,1,3
2592,2592,white,7,1,1,4,0,4
2593,2593,white,6,2,1,3,0,4
2594,2594,white,6,1,1,1,0,4
2595,2595,white,7,1,1,4,2,2
2596,2596,white,5,2,2,4,1,3
2597,2597,white,5,1,1,1,2,2
2598,2598,white,7,1,1,1,1,3
2599,2599,white,7,2,2,4,2,2
2600,2600,white,6,2,2,4,2,2
2601,2601,white,6,1,1,3,3,1
2602,2602,white,5,2,2,3,1,3
2603,2603,white,5,2,2,3,2,2
2604,2604,white,7,1,1,4,2,2
2605,2605,white,6,1,1,4,2,2
2606,2606,white,7,1,1,4,2,2
2607,2607,white,6,1,1,4,1,3
2608,2608,white,6,2,2,4,2,2
2609,2609,white,6,2,2,4,2,2
2610,2610,white,6,2,2,3,1,3
2611,2611,white,5,2,2,4,1,3
2612,2612,white,6,2,2,4,1,3
2613,2613,white,5,1,1,1,2,2
2614,2614,white,5,1,1,3,1,3
2615,2615,white,6,2,2,3,2,2
2616,2616,white,6,1,1,4,4,0
2617,2617,white,6,4,4,4,1,3
2618,2618,white,6,2,2,4,2,2
2619,2619,white,6,1,1,4,1,3
2620,2620,white,6,1,1,4,4,0
2621,2621,white,7,2,2,4,2,2
2622,2622,white,7,2,1,4,2,2
2623,2623,white,6,1,1,4,2,2
2624,2624,white,6,2,2,3,1,3
2625,2625,white,5,2,2,3,1,3
2626,2626,white,6,2,2,4,1,3
2627,2627,white,6,1,1,3,1,3
2628,2628,white,6,1,1,4,2,2
2629,2629,white,4,1,1,1,2,2
2630,2630,white,6,1,1,3,1,3
2631,2631,white,6,1,1,4,1,3
2632,2632,white,5,2,2,3,1,3
2633,2633,white,6,2,2,4,2,2
2634,2634,white,6,1,1,4,2,2
2635,2635,white,6,1,1,4,2,2
2636,2636,white,6,1,1,1,0,4
2637,2637,white,6,2,2,3,1,3
2638,2638,white,6,2,2,4,2,2
2639,2639,white,7,1,1,4,0,4
2640,2640,white,7,1,1,3,2,2
2641,2641,white,7,2,2,4,2,2
2642,2642,white,7,1,1,3,1,3
2643,2643,white,6,2,1,4,3,1
2644,2644,white,6,2,2,4,2,2
2645,2645,white,4,1,1,3,3,1
2646,2646,white,4,2,2,3,1,3
2647,2647,white,5,2,2,3,2,2
2648,2648,white,7,1,1,3,0,4
2649,2649,white,5,2,2,3,2,2
2650,2650,white,6,2,2,4,2,2
2651,2651,white,5,2,1,4,4,0
2652,2652,white,5,2,1,3,2,2
2653,2653,white,6,1,1,4,2,2
2654,2654,white,6,1,1,4,2,2
2655,2655,white,6,1,1,4,2,2
2656,2656,white,5,2,2,3,2,2
2657,2657,white,4,2,2,3,2,2
2658,2658,white,6,1,1,3,2,2
2659,2659,white,4,1,1,3,1,3
2660,2660,white,4,2,2,4,3,1
2661,2661,white,5,3,2,3,3,1
2662,2662,white,6,2,2,4,1,3
2663,2663,white,7,2,2,4,1,3
2664,2664,white,5,2,2,4,2,2
2665,2665,white,6,1,1,4,2,2
2666,2666,white,6,2,2,3,2,2
2667,2667,white,6,1,1,4,2,2
2668,2668,white,6,1,1,4,3,1
2669,2669,white,6,1,1,4,3,1
2670,2670,white,6,1,1,4,2,2
2671,2671,white,6,2,2,4,2,2
2672,2672,white,5,0,0,1,1,3
2673,2673,white,7,0,0,1,0,4
2674,2674,white,9,1,1,3,0,4
2675,2675,white,6,2,1,4,0,4
2676,2676,white,7,1,1,4,2,2
2677,2677,white,7,2,2,4,3,1
2678,2678,white,6,2,1,4,0,4
2679,2679,white,6,2,2,3,2,2
2680,2680,white,7,2,1,4,1,3
2681,2681,white,7,2,2,4,1,3
2682,2682,white,5,2,2,4,2,2
2683,2683,white,6,2,1,4,1,3
2684,2684,white,6,1,1,4,3,1
2685,2685,white,6,1,1,3,2,2
2686,2686,white,6,1,1,4,4,0
2687,2687,white,8,1,1,3,1,3
2688,2688,white,7,2,1,4,1,3
2689,2689,white,5,2,2,3,2,2
2690,2690,white,6,1,1,3,3,1
2691,2691,white,6,1,1,3,2,2
2692,2692,white,7,2,2,4,1,3
2693,2693,white,6,1,1,4,2,2
2694,2694,white,6,2,2,4,3,1
2695,2695,white,5,2,2,3,2,2
2696,2696,white,6,2,2,3,1,3
2697,2697,white,6,1,2,1,2,2
2698,2698,white,5,1,1,1,1,3
2699,2699,white,6,2,2,3,1,3
2700,2700,white,8,1,1,3,1,3
2701,2701,white,7,1,1,3,2,2
2702,2702,white,6,2,2,4,4,0
2703,2703,white,5,2,1,4,2,2
2704,2704,white,6,2,2,4,2,2
2705,2705,white,5,2,2,4,1,3
2706,2706,white,5,2,1,4,2,2
2707,2707,white,6,1,1,4,2,2
2708,2708,white,7,1,1,4,4,0
2709,2709,white,7,2,2,4,3,1
2710,2710,white,7,1,1,4,4,0
2711,2711,white,7,2,1,4,2,2
2712,2712,white,6,1,1,4,2,2
2713,2713,white,7,2,1,3,0,4
2714,2714,white,5,1,1,3,1,3
2715,2715,white,4,1,1,3,2,2
2716,2716,white,7,2,1,4,0,4
2717,2717,white,4,2,2,4,1,3
2718,2718,white,5,1,1,3,3,1
2719,2719,white,5,2,2,4,1,3
2720,2720,white,5,1,1,3,2,2
2721,2721,white,6,2,2,4,2,2
2722,2722,white,5,1,1,4,3,1
2723,2723,white,5,1,1,4,3,1
2724,2724,white,6,1,1,4,2,2
2725,2725,white,6,1,1,4,2,2
2726,2726,white,7,1,1,4,1,3
2727,2727,white,4,2,2,3,4,0
2728,2728,white,8,1,1,2,1,3
2729,2729,white,6,2,2,2,1,3
2730,2730,white,7,1,1,2,1,3
2731,2731,white,6,1,1,2,1,3
2732,2732,white,6,1,2,0,2,2
2733,2733,white,7,1,1,2,1,3
2734,2734,white,5,1,1,2,3,1
2735,2735,white,7,1,1,2,1,3
2736,2736,white,6,1,1,3,1,3
2737,2737,white,6,0,1,1,2,2
2738,2738,white,5,0,1,0,2,2
2739,2739,white,5,1,1,2,4,0
2740,2740,white,6,1,1,1,2,2
2741,2741,white,7,1,1,2,3,1
2742,2742,white,7,1,1,2,3,1
2743,2743,white,7,1,1,2,4,0
2744,2744,white,7,1,1,2,3,1
2745,2745,white,5,1,1,2,3,1
2746,2746,white,7,1,1,2,4,0
2747,2747,white,6,1,1,1,1,3
2748,2748,white,4,2,2,1,2,2
2749,2749,white,7,1,1,2,3,1
2750,2750,white,6,1,1,2,1,3
2751,2751,white,5,1,1,1,2,2
2752,2752,white,6,1,2,2,2,2
2753,2753,white,6,1,1,2,1,3
2754,2754,white,6,2,2,2,3,1
2755,2755,white,6,1,1,2,1,3
2756,2756,white,6,1,1,2,1,3
2757,2757,white,6,1,1,1,1,3
2758,2758,white,6,1,1,2,1,3
2759,2759,white,5,1,1,2,3,1
2760,2760,white,4,0,1,0,2,2
2761,2761,white,5,1,1,3,2,2
2762,2762,white,5,1,1,3,2,2
2763,2763,white,6,1,1,2,1,3
2764,2764,white,6,0,1,1,2,2
2765,2765,white,5,1,1,2,4,0
2766,2766,white,4,1,1,1,1,3
2767,2767,white,5,1,1,2,3,1
2768,2768,white,5,1,2,1,1,3
2769,2769,white,5,1,1,2,2,2
2770,2770,white,6,1,2,2,2,2
2771,2771,white,6,1,1,1,2,2
2772,2772,white,8,1,1,2,1,3
2773,2773,white,6,1,1,2,2,2
2774,2774,white,6,1,1,2,1,3
2775,2775,white,4,2,2,2,2,2
2776,2776,white,6,0,1,1,2,2
2777,2777,white,7,1,1,2,1,3
2778,2778,white,7,2,2,3,1,3
2779,2779,white,8,1,1,2,1,3
2780,2780,white,6,1,1,2,2,2
2781,2781,white,6,1,1,1,2,2
2782,2782,white,6,1,1,2,1,3
2783,2783,white,6,1,1,3,3,1
2784,2784,white,6,1,1,2,1,3
2785,2785,white,6,2,2,2,1,3
2786,2786,white,6,2,2,3,3,1
2787,2787,white,6,1,2,2,1,3
2788,2788,white,6,1,1,2,3,1
2789,2789,white,6,1,2,2,1,3
2790,2790,white,5,0,1,1,2,2
2791,2791,white,6,1,1,2,3,1
2792,2792,white,5,1,1,2,2,2
2793,2793,white,4,1,2,1,1,3
2794,2794,white,6,1,1,3,2,2
2795,2795,white,6,1,1,3,0,4
2796,2796,white,6,0,1,1,3,1
2797,2797,white,6,2,2,2,3,1
2798,2798,white,5,1,1,2,3,1
2799,2799,white,5,1,1,2,2,2
2800,2800,white,6,2,2,2,3,1
2801,2801,white,5,1,2,1,1,3
2802,2802,white,6,0,1,1,1,3
2803,2803,white,6,1,1,2,3,1
2804,2804,white,7,1,1,1,1,3
2805,2805,white,6,1,1,3,3,1
2806,2806,white,7,1,1,1,1,3
2807,2807,white,6,1,1,1,1,3
2808,2808,white,6,0,1,1,3,1
2809,2809,white,5,1,1,1,3,1
2810,2810,white,5,1,1,1,3,1
2811,2811,white,5,2,2,1,1,3
2812,2812,white,6,0,1,1,2,2
2813,2813,white,6,1,2,1,2,2
2814,2814,white,7,1,1,1,1,3
2815,2815,white,6,1,1,1,3,1
2816,2816,white,5,1,1,1,3,1
2817,2817,white,5,1,1,1,3,1
2818,2818,white,5,1,1,1,3,1
2819,2819,white,5,1,1,1,2,2
2820,2820,white,7,1,1,1,1,3
2821,2821,white,6,1,2,1,2,2
2822,2822,white,6,1,1,1,2,2
2823,2823,white,6,1,2,1,2,2
2824,2824,white,6,1,2,1,2,2
2825,2825,white,6,1,1,1,1,3
2826,2826,white,5,1,1,2,3,1
2827,2827,white,6,1,1,1,2,2
2828,2828,white,8,1,1,2,1,3
2829,2829,white,8,1,1,2,1,3
2830,2830,white,5,2,2,2,2,2
2831,2831,white,4,1,1,2,1,3
2832,2832,white,6,1,2,2,2,2
2833,2833,white,6,2,2,2,2,2
2834,2834,white,7,1,1,2,1,3
2835,2835,white,6,1,2,2,2,2
2836,2836,white,7,1,1,1,1,3
2837,2837,white,7,1,1,2,1,3
2838,2838,white,5,1,2,2,1,3
2839,2839,white,7,1,1,1,1,3
2840,2840,white,5,2,2,2,2,2
2841,2841,white,5,0,1,1,2,2
2842,2842,white,6,1,2,2,1,3
2843,2843,white,5,1,1,2,4,0
2844,2844,white,5,1,1,1,2,2
2845,2845,white,6,1,1,3,2,2
2846,2846,white,5,1,1,2,1,3
2847,2847,white,8,1,1,1,2,2
2848,2848,white,6,0,1,1,2,2
2849,2849,white,6,1,1,1,3,1
2850,2850,white,5,2,2,1,2,2
2851,2851,white,6,0,1,1,2,2
2852,2852,white,6,1,1,1,3,1
2853,2853,white,5,1,1,3,3,1
2854,2854,white,5,1,1,0,2,2
2855,2855,white,6,2,2,3,4,0
2856,2856,white,5,1,1,3,3,1
2857,2857,white,6,2,2,3,4,0
2858,2858,white,6,1,1,1,1,3
2859,2859,white,5,1,1,0,2,2
2860,2860,white,6,0,0,1,1,3
2861,2861,white,6,1,1,2,1,3
2862,2862,white,7,1,2,2,0,4
2863,2863,white,6,1,1,2,1,3
2864,2864,white,7,1,1,2,2,2
2865,2865,white,6,0,1,1,0,4
2866,2866,white,6,1,1,1,0,4
2867,2867,white,6,1,1,2,1,3
2868,2868,white,5,1,1,2,1,3
2869,2869,white,7,1,2,2,0,4
2870,2870,white,6,1,1,1,2,2
2871,2871,white,5,0,1,0,3,1
2872,2872,white,5,1,1,2,1,3
2873,2873,white,5,0,1,0,3,1
2874,2874,white,6,1,1,1,2,2
2875,2875,white,6,1,1,1,2,2
2876,2876,white,7,1,1,1,2,2
2877,2877,white,7,1,1,1,2,2
2878,2878,white,7,1,1,1,2,2
2879,2879,white,7,1,1,1,2,2
2880,2880,white,7,1,1,1,2,2
2881,2881,white,6,1,1,2,2,2
2882,2882,white,7,1,1,2,1,3
2883,2883,white,6,1,1,2,3,1
2884,2884,white,5,1,1,2,1,3
2885,2885,white,7,1,1,2,1,3
2886,2886,white,6,2,2,3,2,2
2887,2887,white,6,1,1,3,1,3
2888,2888,white,5,1,1,1,3,1
2889,2889,white,5,1,1,1,3,1
2890,2890,white,6,1,1,1,1,3
